user,text
ChrisBonney77,"@POTUS Everyone is getting laid off and eggs are $10 a dozen, we have no border left and crime is at all time highs… https://t.co/8zD4uzIvlN"
RealKLittleman,@POTUS Drill more of our own oil and fill our reserves.  Stop blaming others - your policies broke this...
privette_lyle,@POTUS https://t.co/9bIPzY53DD
TheBeardedD,@POTUS Bullshit
sarit_yael,RT @PTF_org: @POTUS We agree! We also don't think children should have to risk getting #LongCovid in order to attend school or to see a doc…
OnlyNDaPilipins,@POTUS Buy 1 for the price of 4 and get the second one half off.
rcor54,@POTUS What are going to do when you guit tapping the reserves and selling to China!!!!!!!!!!
MikeABC1231,@POTUS You have no room to talk Sir Mc Drive us into the E’ffin ditch 🇺🇸
mtgunveiled1,@POTUS Please Biden Media Team- Stop with the tweets! This looks almost as bad as Trumps were. And what a surprise-… https://t.co/Heh8EhpaOQ
Mario_Cruizer,"RT @michelle__703: @POTUS Dude, we’re broke. The price of food &amp; gas is what’s really killing families."
boiseMMAfan,@POTUS Go visit your granddaughter in Arkansas.
IamPrimitive,@POTUS Yikes. Can’t wait to get someone in there to undo your mess
prkchop_xpress,@POTUS https://t.co/CgNZaDwvWN
maxson_don,@POTUS Funding Ukraine and all your other projects already done that.NICE TRY blaming everyone else.
TheChessycat,@POTUS Open our pipelines!!
cnspiracytheorm,@POTUS You’re right. They shouldn’t. Solution: use real books.
Gary7Seven,@POTUS I thought you were supposed to unite us. Everything you say is divisive.
WhoamI50600422,@POTUS This is socialism.
45_IrishQueen,RT @JessicaBanner13: @POTUS You sold our strategic oil reserves to China. https://t.co/qnXvSkRXWz
amysaysfudgalot,"@POTUS And if they have no household, because of the economic violence perpetrated against the working class by bot… https://t.co/5jVOkQdkXX"
lilbert52,RT @JohnHal42103635: @POTUS Strategic Petroleum Reserve drained and gas prices now on the rise. And how about those eggs!
kdogg247247,@POTUS The green new steal is working joe. The rich are doing great. Thanks democrats.
45_IrishQueen,"@POTUS You come over to this country illegally, and nothing will happen. Bring normal priced eggs with you, and you… https://t.co/Mhc8iRcKsD"
lilbert52,RT @jerrodtuck: @POTUS I wish Elon would add a Pinocchio nose to this account.
GaisoneWolf,@POTUS YOU mad the cost of everything rise so much and become so expensive with your horrible policies that people… https://t.co/qkOZb0G3Bb
HonkerPlonk,"@POTUS You cause a massive price hike , then scream “look at me, look at me” when you lower it a little??"
lilbert52,RT @TimRunsHisMouth: @POTUS And still nearly double what they were under Trump...
PlanD_Real,@POTUS Where are the military's strategic oil reserves?  You are charged with defending this country.
lilbert52,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
JauffretSoligna,"@POTUS This is called pushing forward a problem! This is exactly like the debt, you are just printing money or usin… https://t.co/P0j5TltzrA"
sandeeglass,@POTUS Wrong. Start with border!
HonnDonald,RT @GodarmyofAngel: @POTUS Inflation up 60% not 6% https://t.co/x0r5Trssxy
Michael75620150,@POTUS How hypocrite and clown can you be???
Thehatchet81,RT @JoForLiberty: @POTUS But the president doesn't impact gas prices. At least that was your stance when the price was high. Interesting th…
MiamiPapers,"RT @Crystal_McG1776: @POTUS Go back to the basement Sleepy, and take grumpy, happy, and dopey with you! #disgrace #embarrassment #merica #N…"
Thee_DTrain,@POTUS You’re taking a victory lap for reducing gas prices that YOU helped increase to record highs? Who is reading… https://t.co/7AOW6JonIx
OdufuwaOduniyi1,RT @foworibo: @POTUS  @UN #ungrant @CNN @BBCNews Nigerians are tired of the present government as it relates to the welfare of it's citizen…
MyOwnHedgeFund,@POTUS You’re doing such a great job buddy. We’re all so proud of you.
RomVernius,@POTUS And sending me the bill
Dav70487135,@POTUS Is that right joe? how you feel now with you're secret document scandal . man! You really made yourself look… https://t.co/RrjWhUvnGU
PlanD_Real,@POTUS Still higher than before and in a staglation your war on oil created.
cen50812,"@POTUS Ya, well we were forced to pay $333.00 a month for internet in a State where they let a Single Source Provid… https://t.co/PMWBvCxOZm"
judith5432100,@POTUS I have yet to meet a single person who has savings on health insurance! Who wrote these lies???
Kylopen_,@POTUS So we’re just going to ignore inflation? All your saying is absolute bullshit
Rusty_Schak,@POTUS Gas prices just jumped .24 over night here in South Dakota. When will you get them to where President Trump had them?
M01569289,@POTUS You're gay!
TheRealDrDave1,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
BMomma80,@POTUS I want some of what you're smoking pResident implant. Because Gas has went up again here...
Sam___Seed,"@POTUS Nobody gives a fuck until you drop the price of liquor, ammunition, and lsd"
kaluva850,@POTUS Your administration used our reserves in an attempt to fix the fuck ups you've created. Gas prices were risi… https://t.co/UKUZ7HKK4H
chris2710169,@POTUS Gas is up already where I live
RHabakus,@POTUS Laughable
805Trades,@POTUS Caused by Putins war 🤣🤣🤣
AustinThorpe16,@POTUS Where the hell is gas $1.60 a gallon? Shit is $3.45 here
itsSahendra,@POTUS Just American problems or you folks don't have any libraries with free Wi-Fi?
RJC_Guitars,@POTUS Gas prices are inching back up. Coming down? Where are they coming down. Gas prices here where I am are aver… https://t.co/gmuOu33M10
Onthecoastwest,@POTUS Not this again get new material
BigJohnyRed,@POTUS You mean bring down the cost of Obama Care you know your last administration.
jet7111,@POTUS Yah that really helps the folks in mid America.
PreachaHouse,@POTUS How bout sign a law to send cost of living payments to families with children to people on SSI how bout crea… https://t.co/0Zn0cid6yz
WebTyrrell,@POTUS I believe that was promised during the Obama administration. I also know that most schools offer Wi-Fi as do… https://t.co/2vhUS2u16D
DorteLykke1,"@POTUS Regarding what you call “Putin’s war”, please, do explain 1) why did you invite Ucraine to join NATO in Nove… https://t.co/xdRmleZR4U"
Biz9Biz,@POTUS Why did they peak?
RamsdenPercy,"@POTUS Cmon sleepy joe.. tell ""THE WHOLE STORY"""
DarttGaming,@POTUS So. How many of the illegal documents found in your house did you hand off to Putin? To Xi Jinping? They had… https://t.co/9GodImP1G3
ShelbyIncorp,"@POTUS WiFi should be free, but our tax dollars are never invested for the people, so we’ll have to pay for it."
JuanitoJJB,@POTUS It was you who drove up the price of gas in the first place
glennjlea,"@POTUS , when will this war booty be returned to its rightful owner? Stolen during the war of 1812 from York (Toron… https://t.co/aMWBOHxsyx"
audasiter,@POTUS I think it’s called stealing from yourself.
CrystalIngrao33,@POTUS So you cause price of say “bread” to go from $1 to $4 but now lower it to $3 and you think you’re winning? Lmfao
45_IrishQueen,@POTUS You're a China puppet and  Zelensky sugar daddy! You and the dems are washing so much of out money through t… https://t.co/R4rjhmy3hn
AaronWo18320555,"@POTUS The burger king wifi is ok... they already have gov phones with internet, just take the data cap off if you… https://t.co/rVenGDWxow"
site_alpha,"@POTUS Does it hurt when blame the fault of your actions on others? Does Putin hold blame, yes but not on the entir… https://t.co/HHpNkN9XPl"
HonnDonald,RT @coolname77: @POTUS You can’t even keep your lies straight. You stink.
ailennotsuki,@POTUS 让外交部长说自己得新冠肺炎了、取消访问中国  和中国政府有什么事好讲的  他们连给乌克兰送一分钱都不愿意、但是给俄罗斯一年送了2000亿美元，这不是恐怖主义最坚定的支持者嘛  美国要自毁名誉、也参与俄罗斯侵略共谋吗… https://t.co/a3gpjxrdsP
nolan_jonna,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
oraiders0420,@POTUS Don't you have more classified documents you need to hide at one of your homes?
HonnDonald,RT @USAMyFreedom: @POTUS Such a bunch of BS!!! What about our reserves that you’ve drained? Or are we just going to overlook that minor det…
2SteveThrower2,@POTUS And they are creeping back up...
TheofficialGen5,"RT @timgdx1: @POTUS Funny. When I did my homework, it was often done on camping trips with my family. https://t.co/xzOymzGyRA"
RonnieManning74,@POTUS How exactly are you doing that? I haven't seen any public wifi infrastructure in CT. Is it invisible like Wonder Woman's Jet?
Michael75620150,RT @BoomerMays: @POTUS You got caught again with more classified documents?????
Michael75620150,RT @BoomerMays: @POTUS Instead of worrying about free wifi you need to get to work on the inflation you raised
CARMENC15706815,RT @greg16676935420: @POTUS Gas should literally be free since it comes from the earth
GilbertMelendr1,@POTUS Hahahaha in what universe??? I paid $4.00 for 87 unleaded here in Southern California!!!
2SteveThrower2,@POTUS Now do inflation...
RamsdenPercy,@POTUS The only jobs you're creating is the need for more morticians.
hiya20201009,@POTUS https://t.co/DMarg1K48K
Whitey_Pistoff,@POTUS Is that every household or only certain demographics that you consider politically advantageous?
Gibby239,@POTUS Democrats losing in the midterms isn’t a “crisis”.
txspurdog1,"@POTUS Disrespectfully, you're full of manure."
traderek,RT @CollinRugg: @POTUS You forgot about the part where gas prices skyrocketed from $1.50 to $5 under your Administration.
projoeiii,@POTUS 1. They’re still higher than they were when you took office.  B. You and your people said you don’t control… https://t.co/RTOoS2o5lV
FrankBrzozowski,@POTUS Another way to stop inflation is a 6 month price freeze on everything.  Fine business caught for cheating.
_FrankWestphal,@POTUS  @SecBlinken  @SecDef   Thank you for all your work in support of Ukraine.  Please work something out to get… https://t.co/XDeYtDOyKF
McG4Freedom,@POTUS Start taking personal responsibility for your own actions instead of blaming everyone else.
rbeck21021,@POTUS Great work Mr. President!
JudithKraus3,"@POTUS @DOJCrimDiv   747 days January 7, 2021 - January 24, 2023 https://t.co/Q4v8ii9i9Q"
Impulse2988,@POTUS Oh yeah gas prices are down despite being at a record high during your time as president SMH🤦‍♂️
srbrewer65,@POTUS Now do eggs!
NosikeOscar,@POTUS Democrats always have a way of making evil looks good in the way they speak about it in the  eye of the world
SoftArgmax,"@POTUS Everyone: food, taxes, electricity, and rent is too expensive.  Joe Biden: here’s affordable wifi."
AngryAsian365,@POTUS Paid over 2700 for medical and only went to doctor twice for semi annual check up that I didn't need  How ex… https://t.co/VAINTcaB6u
PaulSte83155433,@POTUS Maybe you could sell some docs to China and get more oil sales to make you look good
StevenE24267201,@POTUS Sleeping Creepy Fumble Joe Biden is a Nincompoop…
GuyBSalisbury,"@POTUS Your hamstringing domestic oil and gas production, distribution and refusing expansion of refinery capacity… https://t.co/tC4AkXJ5ok"
Hello46645103,"RT @libbyemmons: @POTUS What he doesn't tell you is that this sales tax would REPLACE ""all personal and corporate income taxes, the death t…"
HonnDonald,@POTUS This is just sad. Everyone thinks you're worthless. Resign. Let a Republican that cares about the American p… https://t.co/nDxyFceXJf
Janihall58,"@POTUS $3.69, $3.79, and $4.79 are what I saw at the coast this weekend, not what I'd call low!"
WorldfamousBob1,@POTUS You need to pump it because we will use it.  I rather be a seller than a buyer in a market we don't control… https://t.co/x7Kca5QJa9
USNRetGUNNER,@POTUS https://t.co/G4HQ53xtLl
KATEBON55935025,RT @IsabellaMDeLuca: @POTUS I can’t even afford eggs what are you talking about
Hello46645103,"RT @MarioFratto: @POTUS Um you left out that people would keep 100% of their paychecks, the IRS would be abolished and that anybody below t…"
45_IrishQueen,"@POTUS The blunt rising cost is cause by you giving out money to people who didn't earn it! Like Zelensky! Also, ri… https://t.co/rGJJ9G0tF2"
realalinak,@POTUS Y’all using starlink? 😆 @elonmusk
FredOliva01,@POTUS Just because you say something doesn't make it true. https://t.co/W1wQOzNmBy
CRT20202,@POTUS Thanks Captain obvious. Quoting prices after the fact useless. Leading country to make sure oil &amp; gas indepe… https://t.co/hyxrJqS8EB
CharlieD214,RT @LouisJMarinelli: @POTUS Blunt? Did you let Hunter write this one?
America45673780,"@POTUS I dont have internet in my home, yet here I am communicating with you and watching live stream &amp; prime on my… https://t.co/x9iJyDMMfr"
itakemomslol,@POTUS You are a disgrace to this country. As president you are entitled to act as a leader to this country and you… https://t.co/BIv72uYXjy
